secucode,BB0_BS0_LB0_LS0,BB0_BS0_LB0_LS1,BB0_BS0_LB1_LS0,BB0_BS0_LB1_LS1,BB0_BS1_LB0_LS0,BB0_BS1_LB0_LS1,BB0_BS1_LB1_LS0,BB0_BS1_LB1_LS1,BB1_BS0_LB0_LS0,BB1_BS0_LB0_LS1,BB1_BS0_LB1_LS0,BB1_BS0_LB1_LS1,BB1_BS1_LB0_LS0,BB1_BS1_LB0_LS1,BB1_BS1_LB1_LS0,BB1_BS1_LB1_LS1
000153,0.08654806709413623,0.017336911067744633,0.01772023975466964,0.0,0.12236025926958462,0.05917491404144596,0.00578768237152681,5.808010407954651e-05,0.12144549763033176,0.00932766471517517,0.08722760431186692,0.0004936808846761453,0.21773359817860793,0.09573924356472446,0.15516971006412045,0.0038768469473097296
000415,0.0,0.09022765014880703,0.0,0.021142689986610588,0.0,0.17861370669565568,0.0,0.005135947811180167,0.0,0.15405938536640915,0.0,0.07986050968146718,0.0,0.3729476831082672,0.0,0.09801242720160304
000567,0.0,0.0,0.0,0.15565780512856006,0.0,0.0,0.0,0.21226186135559408,0.0,0.0,0.0,0.2234289443402791,0.0,0.0,0.0,0.4086513891755667
000628,0.12362849845312612,0.028385585293906036,0.022905200014389525,0.0013490179149579107,0.11116919382689402,0.0890351823872221,0.003400649327289733,0.0014614360745377364,0.09436267896971005,0.007700643931218073,0.10561686092524641,0.0037379038060292107,0.17102849125836392,0.11868547197640118,0.08940054140585654,0.028132644434851427
000729,0.0,0.0,0.0,0.17491134317795673,0.0,0.0,0.0,0.15930130488983307,0.0,0.0,0.0,0.21975983696756451,0.0,0.0,0.0,0.44602751496464565
000786,0.0,0.0,0.0,0.1693506982655852,0.0,0.0,0.0,0.21658420947874743,0.0,0.0,0.0,0.197120083185897,0.0,0.0,0.0,0.4169450090697704
001299,0.10762560977595481,0.026120896564965395,0.03903831260849686,0.0017288040806242625,0.10943032285808636,0.08258489361669727,0.00953442830506094,0.0011338321382546577,0.06908878858019359,0.007433810689275991,0.13102502806465902,0.003178103720513365,0.14582611192337128,0.11670329549324275,0.12710189155157414,0.022445870029029334
001358,0.19686847517075146,0.03558550942327882,0.01592500697947837,0.0013133215632458704,0.08126078870071604,0.09607694334236405,0.0005898150733140136,0.0018323588277622024,0.09397720168136617,0.004191619121018257,0.10734634334315048,0.0013762351710660317,0.18179673399733404,0.10007195743894431,0.07058120377324363,0.011206486392966258
002022,0.09977051279871382,0.018254005838145407,0.020867863796092942,0.00023874763026465574,0.13885050674500699,0.059159948405779914,0.007588211909529965,0.0001264701984921661,0.12110224117838748,0.006576450321592636,0.09343365324204246,0.0001967314198767028,0.25413483774786927,0.06464032367377377,0.11158859075803568,0.0034709043363961136
002030,0.0735052478490015,0.028289769782200866,0.0291068842508976,0.000592336241168896,0.13114953717517214,0.06671649438623295,0.008788797946923024,0.00047149103813409266,0.09527327159329019,0.007998742963893114,0.07645339931201257,0.00042024201224995217,0.26008347646332114,0.07135852865276664,0.14527376870884126,0.0045180116238940585
002046,0.0,0.0,0.0,0.2110924440439608,0.0,0.0,0.0,0.2003106209376133,0.0,0.0,0.0,0.21332369816495214,0.0,0.0,0.0,0.37527323685347375
002114,0.0,0.0,0.0,0.17904615593495912,0.0,0.0,0.0,0.18598487343828762,0.0,0.0,0.0,0.19958280669560677,0.0,0.0,0.0,0.4353861639311465
002153,0.0,0.0,0.12883734508185005,0.04263347536373456,0.0,0.0,0.12192552351211355,0.07669024442161444,0.0,0.0,0.20693914023056004,0.012636123737577236,0.0,0.0,0.2919841624003472,0.1183539852522029
002172,0.0,0.0,0.0,0.14285438986016152,0.0,0.0,0.0,0.27470977020930837,0.0,0.0,0.0,0.18550604771166632,0.0,0.0,0.0,0.39692979221886376
002215,0.0,0.12443000854144685,0.0,0.02430237702215997,0.0,0.17026982148743722,0.0,0.007950163047274519,0.0,0.1064109410174493,0.0,0.10455452433209439,0.0,0.29778645402508025,0.0,0.16429571052705752
002448,0.07689871595554788,0.031055066121571565,0.025114681100170823,0.0009788679679852595,0.07270493848486594,0.09880808429780619,0.006228287364925817,0.0006525786453235062,0.09522849849331107,0.006996026947659354,0.10461411489222856,0.0014874954415462275,0.18492927199094067,0.13594748661254102,0.13247346500067178,0.025882420682904358
002495,0.0,0.08596778912985034,0.0,0.026927805046797065,0.0,0.2197735829895713,0.0,0.007215977832570309,0.0,0.10899839405452316,0.0,0.09826457365959823,0.0,0.34351100606799256,0.0,0.10934087121909702
002554,0.0,0.09214582116819453,0.0,0.018927637489374344,0.0,0.20752069710884868,0.0,0.005399545065591903,0.0,0.10005127650112272,0.0,0.06691782718469674,0.0,0.3901841638286811,0.0,0.11885303165349
002673,0.0,0.09143698601243277,0.0,0.02980469101860664,0.0,0.22340496359741363,0.0,0.006360116215249978,0.0,0.07899380823141,0.0,0.1130662150541605,0.0,0.30080995964468527,0.0,0.15612326022604123
002766,0.0703905085902016,0.01955684613037,0.020095416763908587,0.0,0.11371088630773926,0.04989632515304382,0.005363265892321778,0.0006395526273270739,0.10152348167962229,0.004375886397501032,0.12067348257724,0.0003814875320898336,0.28523755453027666,0.04823573236629984,0.15701353607525628,0.0029060373768019674
002803,0.0,0.1337771430430228,0.0,0.03100773389492864,0.0,0.16972479850618707,0.0,0.00777675598778931,0.0,0.11825633036555033,0.0,0.07653531861974673,0.0,0.3455230374786752,0.0,0.11739888210409992
002825,0.0754061170229469,0.03256407640983694,0.028549954705642987,0.0014424244078003747,0.09338666654539084,0.09372585988353622,0.005038685907077159,0.0014322459006062276,0.09848913054541855,0.012184160380355654,0.11274185594900178,0.0026899953720276866,0.19398274807999788,0.11372391947024985,0.11816494292564514,0.016477216494465815
002830,0.17779228760178215,0.04136580119834076,0.07570287294515286,0.00518512828391458,0.09083576586265171,0.05457827623290828,0.007566446458749424,0.0016131510216623138,0.08595790444000614,0.0049162697803041945,0.0942925180519281,0.0033031187586418805,0.22019511445690582,0.06652327546474113,0.06233676447995084,0.00783530496235981
002920,0.14273716825925348,0.03720467775407685,0.029759117631756933,0.00206024660527548,0.10355155530120412,0.09824578441403789,0.004784119221453388,0.002568487013625144,0.06762811508246189,0.005203105399765303,0.1006482493106498,0.004069622924000948,0.13927521403094995,0.1360544312066085,0.0919850395111828,0.03422506633369752
002972,0.19027702661605708,0.037792795532592384,0.03621343805943283,0.0013808589929263854,0.09450500314802973,0.043713639434702634,0.005153563027171688,0.0009587928662194218,0.08377211223753404,0.004228880665837056,0.09312825385448706,0.0017055252442394343,0.24461341701777198,0.05387815892043129,0.09762344304038849,0.011055091342178502
